,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority,desc_len
64,DATA SCIENTIST,$81K - $137K (Glassdoor est.),"Exhibits proficiency in business management and a proven record of applying innovative solutions, design thinking, disruptive innovation, process management……
Skills: Jira, Power BI, Data modeling, Microsoft Access, Data mining",4.9,ADVANCED MANAGEMENT STRATEGIES GROUP(AMSG),"Fort Eustis, VA",Unknown,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,81,137,109.0,Fort Eustis,12,0,0,0,0,0,data scientist,na,227
65,AI Software Engineer,$98K - $130K (Glassdoor est.),"A bachelor’s degree in computer science, Engineering, or a related field. Design, develop, and implement software solutions on system design specifications.…
Skills: Computer science, Power BI, Azure, Writing skills, Data structures",3.6,Entergy Corporation,"The Woodlands, TX",10000+ Employees,1992,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),0,0,98,130,114.0,The Woodlands,28,0,0,0,0,0,na,na,232
66,Senior Data Scientist,$138K - $190K (Employer est.),"And, we empower you to be a Trailblazer, too — driving your performance and career growth, charting new paths, and improving the state of the world.…
Skills: R, SQL, Machine learning, Quantitative analysis, Communication skills",4.1,Salesforce,"Atlanta, GA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,138,190,164.0,Atlanta,21,0,0,0,0,0,data scientist,senior,227
67,Data Scientist,$52.20 - $60.83 Per Hour (Employer est.),"Requires three years of experience in systems, operations, procedures, research or analysis and a Bachelor's degree in business or public administration,……
Skills: Microsoft Excel, Oracle, R, Data analysis skills, Microsoft SQL Server",3.8,City of Seattle,"Seattle, WA",10000+ Employees,1869,Government,National Agencies,Government & Public Administration,$500 million to $1 billion (USD),1,0,104,120,56.0,Seattle,151,0,0,0,0,1,data scientist,na,234
68,Data Scientist,$90K - $100K (Employer est.),"They will ensure the appropriate use of analytical tools, so that analysis and reporting is accurate, timely, thorough, and professional.…
Skills: Microsoft Excel, Supply chain, Alteryx, SQL, SQL Server Management Studio",3.6,Southern Glazer’s Wine and Spirits,"Miramar, FL",10000+ Employees,1968,Company - Private,Wholesale,Retail & Wholesale,$10+ billion (USD),0,0,90,100,95.0,Miramar,52,0,0,0,0,1,data scientist,na,220
69,Data Scientist,$111K - $160K (Glassdoor est.),"Develop your own data analysis tools & techniques and process requests from other groups at Aireon such as systems engineering or test.…
Skills: Jira, TensorFlow, Computer science, MATLAB, Azure",4.1,Aireon,"McLean, VA",51 to 200 Employees,2011,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,111,160,135.5,McLean,9,0,0,0,0,0,data scientist,na,194
70,Data Scientist,$79K - $138K (Glassdoor est.),"Proactively collaborate with business partners to determine identified population segments and develop actionable plans to enable the identification of patterns……
Skills: D3.js, SAS, Spark, R, Apache Hive",3.5,Elevance Health,"Seven Fields, PA",10000+ Employees,2004,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,79,138,108.5,Seven Fields,16,0,0,1,0,0,data scientist,na,204
71,Data Scientist,$37.53 - $53.58 Per Hour (Employer est.),"Must provide own transportation or, in order to operate a state vehicle, you must have a valid driver license. Childbirth, Adoption, and Foster Care leave.…
Skills: Data mining, R, Tableau, SQL, Machine learning",3.9,State of Ohio Jobs,"Columbus, OH",10000+ Employees,1803,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,1,0,74,106,45.0,Columbus,217,0,0,0,0,0,data scientist,na,211
72,Data Scientist II (Hybrid),$109K - $154K (Glassdoor est.),"Familiar with statistical analysis techniques, such as chi-squared test, t-test, ANOVA, regression analysis, sampling design, and time series; able to draw……
Skills: Power BI, Management, SAS, R, Data analysis skills",3.4,American Medical Association,"Chicago, IL",501 to 1000 Employees,1847,Nonprofit Organization,Membership Organizations,Management & Consulting,$100 to $500 million (USD),0,0,109,154,131.5,Chicago,173,0,0,0,0,0,data scientist,na,216
73,Data Scientist,$120K - $160K (Employer est.),"Stay up-to-date, constantly learning about advances in the field, and deliver periodic presentations to internal teams on these developments.…
Skills: Computer science, Big data, Java, AWS, C++",3.7,Norstella,Remote,1001 to 5000 Employees,--,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,0,0,120,160,140.0,Remote,-1,0,0,0,1,0,data scientist,na,193
74,Data Scientist,$117K - $211K (Employer est.),"Collaborate with other Data Scientists and other customer organizations to develop processes and tools to monitor and analyze model performance and data……
Skills: AWS, Machine learning, Data science, AI, Python",4.0,Parsons,Maryland,10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),0,0,117,211,164.0,Maryland,76,1,0,0,1,0,data scientist,na,210
75,Statistician Intermediate,$60K - $94K (Glassdoor est.),"Prior experience in the medical research field is preferred. Support the collaborative team with quality improvement including patient, physician, and practice……
Skills: Statistical software, SAS, R, Research, Stata",4.3,University of Michigan,"Ann Arbor, MI",10000+ Employees,1817,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),0,0,60,94,77.0,Ann Arbor,203,0,0,0,0,0,na,na,215
76,Data Scientist – Prognostics,$85K - $125K (Glassdoor est.),"3+ years of experience of practicing statistical methods and their accurate application e.g. ANOVA, principal component analysis, correspondence analysis, k……
Skills: MATLAB, Signal processing, Data structures, Spark, R",4.0,Ford Motor Company,"Dearborn, MI",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),0,0,85,125,105.0,Dearborn,117,0,0,1,0,0,data scientist,na,219
77,Associate Data Science Analyst-Kumar - Hematology,$75K - $112K (Employer est.),"Bachelor’s degree in a domain-relevant field such as engineering, mathematics, computer science, statistics, physics, data science, health science, or other……
Skills: Data mining, Customer service, Analysis skills, Supervising experience, Machine learning",3.9,Mayo Clinic,"Rochester, MN",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),0,0,75,112,93.5,Rochester,-1,0,0,0,0,0,analyst,na,255
78,IT Data Scientist,$115K - $260K (Employer est.),"Conducts end-to-end analysis, including data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.…
Skills: CI/CD, Statistics, Computer science, Power BI, Cloud infrastructure",3.9,Costco Wholesale,"Seattle, WA",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail & Wholesale,Unknown / Non-Applicable,0,0,115,260,187.5,Seattle,44,0,0,0,0,0,data scientist,na,226
79,Data Scientist II,$102K - $145K (Glassdoor est.),"The Data Scientist II has a breadth of expertise in data science methodologies and techniques and can select appropriate tools for accessing and cleansing data,……
Skills: Data mining, SAS, Software deployment, Data structures, R",4.4,Les Schwab,"Bend, OR",5001 to 10000 Employees,1952,Company - Private,Automotive Parts & Accessories Stores,Retail & Wholesale,$1 to $5 billion (USD),0,0,102,145,123.5,Bend,68,0,0,0,0,0,data scientist,na,228
80,"Data Scientist, Predictive Modeling",$73K - $121K (Glassdoor est.),"Use your heavy statistical and econometric background to build state-of-the-art predictive models that estimate risk at all steps of the purchase process.…
Skills: MATLAB, SAS, R, English, Research",3.4,Carvana,"Tempe, AZ",10000+ Employees,2013,Company - Public,Vehicle Dealers,Retail & Wholesale,Unknown / Non-Applicable,0,0,73,121,97.0,Tempe,7,0,0,0,0,0,data scientist,na,197
81,"Supervisor, Data Labeling",$40K - $72K (Glassdoor est.),"Work directly with engineers and Autopilot leadership and own annotation policies that require an understanding of both technical and operational constraints.…
Skills: Jira, Microsoft Excel, Confluence, Kronos, Leadership",3.5,Tesla,"Draper, UT",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),0,0,40,72,56.0,Draper,17,0,0,0,0,1,na,na,221
82,HR Decision Scientist,$123K - $150K (Employer est.),"Strength in analyzing data and developing machine-learning models in one or more data science programming language such as R or Python.…
Skills: Cognos, Data mining, R, Alteryx, Tableau",3.8,Disney,"Burbank, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD),0,0,123,150,136.5,Burbank,97,1,0,0,0,0,na,na,185
83,Data Scientist I - School of Biomedical Informatics,$62K - $106K (Glassdoor est.),"Master’s degree in health care, management, mathematics, engineering, informatics, or a related field. Apply a variety of methods such as statistical analysis,……
Skills: Statistics, MATLAB, Microsoft Excel, Data mining, XML",3.8,UTHealth Houston,"Houston, TX",5001 to 10000 Employees,1972,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),0,0,62,106,84.0,Houston,48,0,0,0,0,1,data scientist,na,223
84,Supply Chain Data Scientist,$100K - $120K (Employer est.),"They shall provide technical staff with competencies in data science and data engineering that will specifically focus on data science workflow automation and……
Skills: Power BI, Business intelligence, Data analysis skills, Tableau, Analysis skills",3.8,American Bureau of Shipping (ABS),"Arlington, VA",1001 to 5000 Employees,1862,Self-employed,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$1 to $5 billion (USD),0,0,100,120,110.0,Arlington,158,0,0,0,0,0,data scientist,na,248
85,Data Scientist,$175K - $235K (Employer est.),"Assist FDA scientists in the aggregation and visualization of FDAs internal clinical trial datasets to facilitate regulatory science and advance innovative……
Skills: MATLAB, SAS, R, Machine learning, CDISC standards",2.8,Brillient Corporation,"Silver Spring, MD",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),0,0,175,235,205.0,Silver Spring,14,0,0,0,0,0,data scientist,na,215
86,Decision Scientist,$95K - $145K (Employer est.),"Master’s degree (U.S. or foreign equivalent) in Data Analytics, Data Science or related field and one (1) year of experience in the job offered or related role……
Skills: Kubernetes, Tableau, Linux, Analytics",4.1,"Red Hat, Inc.",North Carolina,10000+ Employees,1993,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),0,0,95,145,120.0,North Carolina,27,0,0,0,0,0,na,na,207
87,Data Scientist,$86K - $120K (Glassdoor est.),"Strong communications skills to both technical and non-technical audiences, ability to explain complex modeling approaches in simple terms and develop……
Skills: TensorFlow, Computer science, Data modeling, Military, Data analysis skills",3.8,NTT DATA,"Nashville, TN",10000+ Employees,1967,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),0,0,86,120,103.0,Nashville,53,0,0,0,0,0,data scientist,na,236
88,Data Scientist,$70K - $126K (Glassdoor est.),"2+ years’ experience across data science disciplines including but not limited to: forecasting exploratory data analysis experiment design machine learning……
Skills: MATLAB, Pricing, Management, SAS, C#",4.0,Royal Caribbean Group,"Miami, FL",10000+ Employees,1968,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,$5 to $10 billion (USD),0,0,70,126,98.0,Miami,52,0,0,0,0,0,data scientist,na,202
89,Applied Data Scientist,$76K - $113K (Glassdoor est.),"Education Required: Bachelor’s Degree in a quantitative discipline, such as Data Science, Mathematics, Computer Science, Engineering, or a related field.…
Skills: R, Machine learning, Scripting, AI, Python",4.1,Doosan Bobcat NA US,"West Fargo, ND",1001 to 5000 Employees,1947,Company - Private,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,0,0,76,113,94.5,West Fargo,73,1,0,0,0,0,data scientist,na,205
90,"Lead Data Scientist, Partnership Growth",$107K - $177K (Glassdoor est.),"We started with insurance in 2019, and since then we’ve launched loan refinancing, real-time driving insights, a repair marketplace, car diagnostics, and a……
Skills: SQL, Acquisition strategy, Machine learning, Python",3.4,Jerry,"Washington, DC",201 to 500 Employees,2017,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,0,0,107,177,142.0,Washington,3,1,0,0,0,0,data scientist,senior,217
91,Data Scientist,$104K - $160K (Glassdoor est.),"Advanced degree (Ph.D. or M.Sc.) in Data Science, Bioinformatics, Computational Biology, or a related field. Cloud-based data science experience (AWS preferred)……
Skills: Statistics, R, Research, AWS, Machine learning",3.3,Compugen USA,"San Francisco, CA",1001 to 5000 Employees,1981,Company - Private,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),0,0,104,160,132.0,San Francisco,39,0,0,0,1,0,data scientist,na,217
92,Applied Scientist,$129K - $213K (Employer est.),"MS or Ph.D. in relevant field or a Degree with a specialization in Machine Learning. Dependent on the position offered, equity, sign-on payments, and other……
Skills: TensorFlow, Statistics, SQL, Analysis skills, Machine learning",3.7,"Twitch Interactive, Inc.","San Francisco, CA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),0,0,129,213,171.0,San Francisco,26,0,0,0,0,0,na,na,228
