Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel
Data Scientist,$105K - $115K (Employer est.),"Academic background in a relevant quantitative field, e.g., statistics, engineering, computer science. Strong technical expertise in data science, data analysis……
Skills: TensorFlow, Computer science, Power BI, Spark, Data analysis skills",4.0,Honda Center,"Anaheim, CA",10000+ Employees,0,0,105,115,110.0,Anaheim,0,0,1,0,0
Data Scientist,$84K - $126K (Glassdoor est.),"Aggregate data and perform statistical analysis to answer questions presented by teammates or customers. Effectively communicate findings to, both, technical……
Skills: TensorFlow, Power BI, Program management, Microsoft SQL Server, Tableau",4.0,Andromeda Systems Incorporated,"Jacksonville, FL",201 to 500 Employees,0,0,84,126,105.0,Jacksonville,0,0,0,0,0
"Data Scientist, Market Strategy & Understanding",$105K - $130K (Employer est.),"Bachelor’s degree (or equivalent) in statistics, computer science, or related field. Research and develop new solutions and deployable tools to facilitate……
Skills: Computer science, Data mining, D3.js, Big data, Spark",3.4,Ipsos Zrt.,"Chicago, IL",10000+ Employees,0,0,105,130,117.5,Chicago,0,0,1,0,0
Junior Data Scientist,$65K - $101K (Glassdoor est.),"Bachelor’s degree in Data Science, Statistics, or related field. AWS Associate level certification highly desired. 1-3 years of experience in data science.…
Skills: R, Analysis skills, Machine learning, Data science, Python",3.9,"Spry Methods, Inc","Huntsville, AL",51 to 200 Employees,0,0,65,101,83.0,Huntsville,1,0,0,1,0
Data Scientist,$97K - $220K (Employer est.),"4+ years of experience in ML, data science, computer science, or computational engineering. 2+ years of experience researching and developing operational……
Skills: Statistics, Kubernetes, Software deployment, R, Java",4.2,Booz Allen,"McLean, VA",10000+ Employees,0,0,97,220,158.5,McLean,0,0,0,0,0
Shortage Data Scientist I,$80K - $105K (Employer est.),"Bachelor’s degree required, preferably in a STEM or data driven field. Perform analyses on shortage trends and leverage data visualization tools to identify……
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Management, R",3.0,Burlington Stores,"Burlington, NJ",10000+ Employees,0,0,80,105,92.5,Burlington,0,0,0,0,1
Data Scientist,$230K - $250K (Employer est.),"Expertise in data manipulation and analysis using SQL and standard data analysis tools such as Pandas or Jupyter Notebooks.…
Skills: TensorFlow, Big data, Spark, R, Databases",3.4,Integrated Research,"Denver, CO",201 to 500 Employees,0,0,230,250,240.0,Denver,0,0,1,0,0
Data Scientist,$80K - $132K (Glassdoor est.),"The work in this office involves performance management planning and performance analysis responsibilities which focus on maintaining DPW’s strategic management……
Skills: Machine learning",3.2,Department of Public Works,"Washington, DC",1 to 50 Employees,0,0,80,132,106.0,Washington,0,0,0,0,0
"Data Scientist, AFT AI, Amazon Fulfillment Technologies (AFT)",$126K - $213K (Employer est.),"Master's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science.…
Skills: MATLAB, Data mining, SAS, Spark, R",3.7,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,0,0,126,213,169.5,Bellevue,0,0,1,0,0
"Decision Scientist, Product Analytics",$80K - $100K (Employer est.),"Bachelor’s degree in Analytics, Statistics, Economics or related field required. Own analytics requests and independent projects end-to-end under guidance from……
Skills: Spark, R, Data analysis skills, Git, Apache Hive",3.1,Ibotta,"Denver, CO",501 to 1000 Employees,0,0,80,100,90.0,Denver,0,0,1,0,0
Data Review Scientist,$55K - $88K (Glassdoor est.),"Perform analysis of proteins and the impurities or raw materials associated with their production using various analytical techniques.…
Skills: Laboratory experience, Organizational skills, Computer skills, Communication skills",3.1,Eurofins USA BioPharma Services,"Portage, MI",10000+ Employees,0,0,55,88,71.5,Portage,0,0,0,0,0
"Post Doctoral Researcher, AI Reasoning and Natural Language Understanding",$95K (Employer est.),"A Ph.D. degree in AI/NLU or a related field (ex. computational linguistics, computer science, machine learning, data science, applied mathematics, statistics)……
Skills: TensorFlow, Statistics, Microsoft Excel, Data mining, Data structures",4.2,Johnson & Johnson,"Titusville, NJ",10000+ Employees,0,0,95,95,95.0,Titusville,0,0,0,0,1
Applied Scientist,$136K - $222K (Employer est.),"PhD, or Master's degree and 4+ years of CS, CE, ML or related field experience. A PhD in Computer Science, Machine Learning, Statistics or in a highly……
Skills: Data mining, Data structures, Spark, Data analysis skills, Java",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,136,222,179.0,Seattle,0,0,1,0,0
Supervisory Computer Scientist (Data Scientist),$83.74 - $84.39 Per Hour (Employer est.),"As a Supervisory Computer Scientist (Data Scientist), you will: Serve as a Branch Chief, with the full scope of supervisory, managerial, surveillance and data……
Skills: Calculus, English, Information security, Supervising experience, Project management",4.0,Centers for Disease Control and Prevention,"Atlanta, GA",10000+ Employees,1,0,83,0,41.5,Atlanta,0,0,0,0,0
Analyst-AI I USA,$64K - $91K (Employer est.),"Ability to participate in video/conference calls with global team outside normal business hours. Take ownership of data analysis, modeling, data quality, and……
Skills: Microsoft Windows Server, TensorFlow, Computer science, MATLAB, Power BI",4.1,First Solar,"Perrysburg, OH",5001 to 10000 Employees,0,0,64,91,77.5,Perrysburg,0,0,0,0,0
"Applied Scientist II, AFT AI, Amazon Fulfillment Technologies (AFT)",$136K - $222K (Employer est.),"In this role, you will dive deep into our fulfillment network, understand complex processes and channel your insights to build large scale machine learning……
Skills: Java, C++, Machine learning, Software development, Linux",3.7,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,0,0,136,222,179.0,Bellevue,0,0,0,0,0
"Staff Machine Learning Researcher, GitHub Next",$118K - $313K (Employer est.),"One or more publications in top machine learning, natural language processing, programming languages, or software engineering conferences, such as ICML, NeurIPS……
Skills: Research, Machine learning, Natural language processing, GitHub, AI",3.8,"GitHub, Inc.",Remote,1001 to 5000 Employees,0,0,118,313,215.5,Remote,0,0,0,0,0
Sr Supply Chain Strategic Data Analyst,$81K - $123K (Glassdoor est.),"Communicate effectively with both technical and non-technical stakeholders, bridging the gap between supply chain and IT teams.…
Skills: Statistics, Microsoft Excel, Oracle, Alteryx, Tableau",3.9,Trane Technologies,"Saint Peters, MO",10000+ Employees,0,0,81,123,102.0,Saint Peters,0,0,0,0,1
Sr. Data Scientist/Analytics,$97K - $142K (Glassdoor est.),"The Sr. Data Scientist/Analytics is responsible for formulating and conducting appropriate and applicable analysis; and is responsible for identifying and……
Skills: Data mining, Big data, Analysis skills, Machine learning, Predictive analytics",4.1,Drury Hotels,"Saint Louis, MO",5001 to 10000 Employees,0,0,97,142,119.5,Saint Louis,0,0,0,0,0
"Solutions Architect, Generative AI Specialist",$148K - $276K (Employer est.),"Passion for knowledge sharing and track record of building educational content in the field of AI or Cloud. Robust foundational expertise, MS or advanced degree……
Skills: TensorFlow, Computer science, AI, Communication skills",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,0,0,148,276,212.0,Santa Clara,0,0,0,0,0
"Associate Data Scientist, RWE Clinical Trials Remote",$76K - $122K (Employer est.),"Independently engages with data, analytics and engineering members across Walgreens to develop data solutions. 2+ years scripting language (R, Python, Julia).…
Skills: Power BI, Data mining, Business intelligence, R, Data analysis skills",3.1,WALGREENS,"Deerfield, IL",10000+ Employees,0,0,76,122,99.0,Deerfield,1,0,0,0,0
Sr. Data Scientist,$150K - $170K (Employer est.),"We are looking for professionals to analyze large amounts of data to find patterns and solutions that will improve our capabilities to develop go-to market……
Skills: R, SQL, Machine learning, Data visualization, AI",3.5,Hach,"Loveland, CO",1001 to 5000 Employees,0,0,150,170,160.0,Loveland,0,0,0,0,0
Data Science Specialist,$70K - $116K (Glassdoor est.),"Master’s Degree in data analytics, data science, computer science, statistics, engineering, economics or related field. Proficiency in Python for data analysis.…
Skills: Power BI, D3.js, SAS, Customer service, R",4.2,Tufts University,"Somerville, MA",1001 to 5000 Employees,0,0,70,116,93.0,Somerville,1,0,0,0,0
"Assistant Vice President, Data Scientist",$95K - $135K (Glassdoor est.),"Utilize SQL to curate large volumes of data, perform statistical analysis and data engineering. Utilizing SQL to curate large volumes of data, perform……
Skills: Data mining, Tableau, SQL, Machine learning, Distributed systems",3.9,Bank of America,"Charlotte, NC",10000+ Employees,0,0,95,135,115.0,Charlotte,0,0,0,0,0
"Applied Scientist, AFT AI",$136K - $222K (Employer est.),"In this role, you will dive deep into our fulfillment network, understand complex processes, and channel your insights to build large-scale machine learning……
Skills: Spark, Java, C++, Machine learning, Forecasting",3.7,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,0,0,136,222,179.0,Bellevue,0,0,1,0,0
Senior Data Scientist,$101K - $135K (Employer est.),"4+ years of relevant experience in data science, quantitative analysis, statistical forecasting, market analysis, change-point detection, or a related field.…
Skills: Google Cloud Platform, AWS, Analysis skills, Machine learning, Forecasting",3.3,DTN,Remote,1001 to 5000 Employees,0,0,101,135,118.0,Remote,0,0,0,1,0
"Associate, Optimization and Machine Learning",$82K - $143K (Glassdoor est.),"Advanced degree (master’s or Ph.D.) in operations research, machine learning, data science, or a similar quantitative field.…
Skills: English, Research, OOP, C++, Machine learning",4.1,Simcorp,"Atlanta, GA",1001 to 5000 Employees,0,0,82,143,112.5,Atlanta,0,0,0,0,0
"Data Scientist, People Experience Foundation (PXF)",$126K - $213K (Employer est.),"Bachelor's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer……
Skills: MATLAB, SAS, Customer service, R, Data analysis skills",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,126,213,169.5,Seattle,0,0,0,0,0
Postdoc Research Associate - Machine Learning,$65K - $107K (Glassdoor est.),"SRNL's Global Security Division is seeking a highly motivated and skilled Postdoctoral Researcher to join a collaborative project between SRNL and the……
Skills: Data mining, Research, Machine learning",3.6,Savannah River National Laboratory,"Aiken, SC",501 to 1000 Employees,0,0,65,107,86.0,Aiken,0,0,0,0,0
Oceanography Data Science Research Specialist,$85K - $103K (Employer est.),"The Researcher applies computational, computer science, data science, and CI software research and development principles, with relevant domain science……
Skills: Management, Continuous integration, Software development, Counterintelligence, UI",4.2,UC San Diego,"San Diego, CA",10000+ Employees,0,0,85,103,94.0,San Diego,0,0,0,0,0
"Applied Scientist II, Amazon Fulfillment Technologies (AFT)",$136K - $222K (Employer est.),"We are tasked to develop innovative, scalable, and reliable science-driven solutions that are beyond the published state of art in order to run frequently ……
Skills: Statistics, Operations research, System architecture, Data analysis skills, Research",3.7,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,0,0,136,222,179.0,Bellevue,0,0,0,0,0
"Machine Learning Engineer, Motion Planning, Self-Driving",$116K - $360K (Employer est.),"Leverage millions of miles of driving data and interventions to build a robust and scalable end-to-end learning based self-driving system.…
Skills: C++, Machine learning, Deep learning, Natural language processing, Python",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,116,360,238.0,Palo Alto,1,0,0,0,0
Sports Science Data Specialist (I),$46K - $69K (Glassdoor est.),"Work in conjunction with sport science colleagues to enhance ongoing education and program reﬁnement via sport science intern projects.…
Skills: Organizational skills, Communication skills",3.9,University of Miami,"Coral Gables, FL",10000+ Employees,0,0,46,69,57.5,Coral Gables,0,0,0,0,0
"Data Scientist, Master's Degree (Machine Learning and Operations Research)",$85K - $115K (Employer est.),"Apply thorough technical and business knowledge to feature engineering of massive datasets, exploratory data analysis, and model building to deliver accurate……
Skills: R, Git, Machine learning, Scala, Cloud computing",4.1,Procter & Gamble,"Cincinnati, OH",10000+ Employees,0,0,85,115,100.0,Cincinnati,0,0,0,0,0
"Games Data Scientist, AGS Data Science",$126K - $213K (Employer est.),"Effectively communicate data-driven insights and recommendations to technical and non-technical stakeholders. Dependent on the position offered, equity, sign-on……
Skills: MATLAB, SAS, R, Data analysis skills, SQL",3.7,"Amazon Development Center U.S., Inc.","Seattle, WA",10000+ Employees,0,0,126,213,169.5,Seattle,0,0,0,0,0
Software Development Engineer I - Data Reviewer AI/ML,$76K - $130K (Employer est.),"Bachelor's in computer science, mathematics, Geographic Information Systems (GIS), or STEM related field. Master's in computer science, mathematics, Geographic……
Skills: ArcGIS, Management, Java, Databases, SQL",4.0,Esri,"Redlands, CA",1001 to 5000 Employees,0,0,76,130,103.0,Redlands,0,0,0,0,0
"Senior Associate Data Scientist, Molecular Data Analysis",$116K - $174K (Employer est.),"Leverage and develop tools for analyzing binding data from our proprietary molecule discovery platform to identify hits for program progression.…
Skills: Data analysis skills, Laboratory experience, Linux, AI, Python",3.5,Terray Therapeutics,"Monrovia, CA",1 to 50 Employees,0,0,116,174,145.0,Monrovia,1,0,0,0,0
Data Scientist MTS DnR Data Science,$138K - $209K (Employer est.),"Minimum Requirements : Master’s degree, or foreign equivalent, in Computer Science, Engineering, or closely related quantitative discipline, and two (2) years……
Skills: TensorFlow, MATLAB, Big data, R, Java",4.1,Salesforce,"Bellevue, WA",10000+ Employees,0,0,138,209,173.5,Bellevue,0,0,0,0,0
"Data Scientist, Operations - Trust & Safety - San Jose",$171K - $371K (Employer est.),"Utilize a comprehensive understanding of content safety and develop strategies through large-scale operational data analysis, empowering various scenarios such……
Skills: Microsoft Excel, Data mining, R, Data analysis skills, Tableau",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,171,371,271.0,San Jose,0,0,0,0,1
Sr Support Engineer - Generative AI,$11K - $183K (Employer est.),"As a Generative AI support engineer, you will collaborate with cross-functional teams to integrate AI solutions into the business workflows, ensuring they meet……
Skills: Machine learning, AI",4.1,Blue Cross and Blue Shield of North Carolina,North Carolina,5001 to 10000 Employees,0,0,11,183,97.0,North Carolina,0,0,0,0,0
"AI Research Engineer, Generative Modeling, Self-Driving",$116K - $360K (Employer est.),"Your primary focus will be to develop, train, and optimize large generative models that comprise the core world-understanding and decision-making of Autopilot.…
Skills: TensorFlow, Machine learning, Distributed systems, Deep learning, AI",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,116,360,238.0,Palo Alto,0,0,0,0,0
"Solutions Architect, Generative AI",$148K - $276K (Employer est.),"Develop tools and recipes which help enterprise explore, train, and deploy retrieval models and other components required in LLM RAG systems.…
Skills: TensorFlow, Enterprise software, Machine learning, Natural language processing, AI",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,0,0,148,276,212.0,Santa Clara,0,0,0,0,0
AI Research Engineer,$52K - $200K (Employer est.),"We expect you to bring experienced software engineering, along with a solid understanding of state-of-the-art parallel and distributed computing, computer……
Skills: C++, Machine learning, Distributed systems, Deep learning, Scripting",4.1,INTEL,Arizona,10000+ Employees,0,0,52,200,126.0,Arizona,0,0,0,0,0
Compliance Model Review Advisor (Remote),$98K - $163K (Employer est.),"Provide guidance and direction to lower level analysts regarding all aspects of data analysis and the construction of predictive statistical models.…
Skills: Statistical software, Microsoft Excel, SAS, Microsoft Office, Databases",3.6,M&T Bank,"Clanton, AL",10000+ Employees,0,0,98,163,130.5,Clanton,0,0,0,0,1
Staff Data Scientist | Product,$225K - $265K (Employer est.),"You will partner closely in Ramp’s development process through product ideation, experimental design, implementation, execution, and analysis.…
Skills: SQL, Purchasing, Redshift, Python, Analytics",4.3,Ramp Financial,United States,201 to 500 Employees,0,0,225,265,245.0,United States,1,0,0,0,0
Equity Quantitative Research | Equity Model Research | Quantitative Researcher,$175K - $300K (Employer est.),"Leverage economic models and financial analysis to define fundamental factors driving the cross-section of stock returns.…
Skills: MATLAB, Pricing, R, Analysis skills, C++",4.0,Citadel Enterprise Americas,"New York, NY",1001 to 5000 Employees,0,0,175,300,237.5,New York,0,0,0,0,0
AI Engineer,$98K - $152K (Glassdoor est.),"Bachelor’s degree in computer science, statistics, mathematics, engineering, or related quantitative field is required.…
Skills: Statistics, Computer science, SQL, Machine learning, Data management",4.2,Duke University,"Durham, NC",10000+ Employees,0,0,98,152,125.0,Durham,0,0,0,0,0
Machine Learning Engineer Graduate (Large Language Models & Generative AI-US) - 2025 Start (BS/MS),$116K - $177K (Employer est.),"Responsible for the design and implementation of a global-scale machine learning system for chat bot, feeds, ads and search ranking models.…
Skills: TensorFlow, Go, Big data, Data structures, Spark",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,116,177,146.5,San Jose,0,0,1,0,0
ML Engineer,$115K - $173K (Glassdoor est.),"Our client is developing ground-breaking weather forecasting technology with the aim of providing fast and accurate climate data.…
Skills: TensorFlow, Statistics, Growing experience, Analysis skills, Machine learning",5.0,OnHires,"San Francisco, CA",1 to 50 Employees,0,0,115,173,144.0,San Francisco,0,0,0,0,0
Experienced Data Scientist (Machine Learning and Operations Research),$105K - $150K (Employer est.),"Apply thorough technical and business knowledge to feature engineering of massive datasets, exploratory data analysis, and model building to deliver accurate……
Skills: R, Machine learning, Scala, Organizational skills, Cloud computing",4.1,Procter & Gamble,"Cincinnati, OH",10000+ Employees,0,0,105,150,127.5,Cincinnati,0,0,0,0,0
Data Scientist/Engineer,$94K - $163K (Glassdoor est.),"Minimum requirements include a college or university degree in related field. Provides professional support to staff or faculty members in defining the project……
Skills: R, Analysis skills, Machine learning, Organizational skills, Data science",4.1,The University of Chicago,"Chicago, IL",10000+ Employees,0,0,94,163,128.5,Chicago,0,0,0,0,0
Senior Data Analyst,$130K - $145K (Employer est.),"You will scrub, validate, and develop databases of master data. You will develop and maintain company-wide KPIs and dashboards.…
Skills: Tableau, SQL, Data analytics, Data visualization, Python",2.6,Truepill,Remote,501 to 1000 Employees,0,0,130,145,137.5,Remote,1,0,0,0,0
Data Scientist,$135K - $216K (Employer est.),"Experience employing data-analytic methodologies and data science modeling, data engineering, algorithms, and other techniques and tools to identify trends,……
Skills: Management, Analysis skills, Data management, Data science",3.6,Peraton,"Doral, FL",10000+ Employees,0,0,135,216,175.5,Doral,0,0,0,0,0
Sr. Data Analyst: Operations Analytics,$104K - $122K (Employer est.),"In this role, you will own analyses and experimental design from beginning to end, including opportunity identification, problem scoping, analysis framing /……
Skills: Statistics, Power BI, Tableau, SQL, Analysis skills",4.1,Yum! Brands,"Plano, TX",10000+ Employees,0,0,104,122,113.0,Plano,0,0,0,0,0
"Senior Data Scientist, AI Research Team",$130K - $180K (Employer est.),"Utilize a strong foundation in traditional data science techniques, ensuring the appropriate application of tools and methodologies. 10 paid sick days per year.…
Skills: Computer science, Data science, SaaS, AI, Python",3.0,Kiddom,"San Francisco, CA",51 to 200 Employees,0,0,130,180,155.0,San Francisco,1,0,0,0,0
DATA SCIENTIST,$58K - $65K (Employer est.),"Four years of experience in computer science, data science, mathematics, statistics, business analytics, or a related field.…
Skills: Statistical software, Statistics, Computer science, Power BI, Data modeling",3.4,The State of Florida,"Tallahassee, FL",10000+ Employees,0,0,58,65,61.5,Tallahassee,0,0,0,0,0
"Data Scientist, MAPLE",$126K - $213K (Employer est.),"The Amazon Payment Products team needs a Data Scientist to develop the algorithms which power our new marketing tooling which we use to grow our financial……
Skills: MATLAB, SAS, R, Data analysis skills, SQL",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,126,213,169.5,Seattle,0,0,0,0,0
Applied Machine Learning Scientist,$107K - $179K (Employer est.),"Bachelor’s degree in Computer Science, Mathematics, Statistics, or related field. Knowledge in Economics, Finance, or related field.…
Skills: Statistical analysis, AWS, Analysis skills, Sentiment analytics, Machine learning",3.9,The Washington Post,"Washington, DC",1001 to 5000 Employees,0,0,107,179,143.0,Washington,0,0,0,1,0
Data Scientist - Instagram Capacity,$206K - $281K (Employer est.),"Apply technical expertise with quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that……
Skills: Computer science, Data mining, R, SQL, Machine learning",4.0,Instagram,"New York, NY",10000+ Employees,0,0,206,281,243.5,New York,0,0,0,0,0
Senior Clinical Data Scientist,$95K - $140K (Glassdoor est.),"Must have coursework or experience in the following skills: Utilizing knowledge of statistical methodology; Designing clinical trials or clinical experiments;……
Skills: Statistics, SAS, R, Data analysis skills, Survival analysis",4.2,"BI Pharmaceuticals, Inc.","Ridgefield, CT",1001 to 5000 Employees,0,0,95,140,117.5,Ridgefield,0,0,0,0,0
Data Scientist,$97K - $139K (Glassdoor est.),"Actively pursue continuous learning of new techniques/tools/algorithms in data science. Lead the design and implementation of data analytics tests in supporting……
Skills: Statistical software, Power BI, Data analysis skills, SQL, Statistical analysis",3.8,Wintrust Financial,"Rosemont, IL",1001 to 5000 Employees,0,0,97,139,118.0,Rosemont,0,0,0,0,0
Staff Machine Learning Engineer,$118K - $313K (Employer est.),"If you have a foundation in online platform trust and safety issues, skills in data science and machine learning and an empathetic approach to mentoring and……
Skills: SQL, Machine learning, GitHub, Data science, GraphQL",3.8,"GitHub, Inc.",Remote,1001 to 5000 Employees,0,0,118,313,215.5,Remote,0,0,0,0,0
Data Scientist - Wildfire/ Meteorology Focus,$92K - $131K (Employer est.),"Communication & Relationship Building: Interact with senior management and effectively communicate technical information to numerous audiences (e.g. senior……
Skills: Data mining, Data structures, R, SQL, Database management",3.2,Xcel Energy,"Denver, CO",10000+ Employees,0,0,92,131,111.5,Denver,0,0,0,0,0
Senior Data Scientist (REMOTE),$115K - $213K (Employer est.),"B.S. or above in quantitative discipline: Computer Science Statistics, Applied Mathematics, Engineering, or related field. Holidays: 8 paid holidays annually.…
Skills: TensorFlow, Statistics, Software deployment, Spark, R",4.4,SailPoint,Remote,1001 to 5000 Employees,0,0,115,213,164.0,Remote,0,0,1,0,0
GenAI - NLP Data Scientist,$92K - $130K (Glassdoor est.),"PhD in computer science, information science, mathematics, statistics, engineering, or related field. OR Master's in computer science, information science,……
Skills: AWS, Analysis skills, Project management, Machine learning, Deep learning",4.1,Lilly,"Indianapolis, IN",10000+ Employees,0,0,92,130,111.0,Indianapolis,0,0,0,1,0
Staff Data Scientist,$202K - $237K (Employer est.),"Initiate, develop,and maintain data pipelines and data models with outstanding craftsmanship. Measure business performance, develop / refine core metrics and……
Skills: SQL, Machine learning, Semantic Web, Python, Marketing",3.7,Coinbase,Remote,1001 to 5000 Employees,0,0,202,237,219.5,Remote,1,0,0,0,0
Data Science Analyst,$77K - $124K (Glassdoor est.),"Minimum requirements include a college or university degree in related field. Provides professional support to staff or faculty members in defining the project……
Skills: Analysis skills, Patient care, Organizational skills, APIs, Data science",4.1,The University of Chicago,"Chicago, IL",10000+ Employees,0,0,77,124,100.5,Chicago,0,0,0,0,0
Decision Scientist,$150K - $200K (Employer est.),"Bachelor’s or Master’s degree in quantitative field (e.g. statistics, mathematics, computer science, economics) or equivalent practical experience.…
Skills: Statistics, Computer science, Tableau, SQL, Experimental design",3.2,Density,"San Francisco, CA",1 to 50 Employees,0,0,150,200,175.0,San Francisco,0,0,0,0,0
Data Annotation Specialist,$55K - $65K (Employer est.),"Experience in data annotation or a related field. Familiarity with annotation tools such as Labelbox, Amazon SageMaker Ground Truth, or similar platforms.…
Skills: Ontology, Transcription, Machine learning, Scripting, AI",3.4,Integrated Research,"Denver, CO",201 to 500 Employees,0,0,55,65,60.0,Denver,0,0,0,0,0
Machine Learning Engineer - CV/NLP/Multimodal LLM (Trust and Safety) - 2025 Start (Master/Bachelor),$119K - $170K (Employer est.),"Work on state-of-the-art content understanding techniques including but not limited to unimodal/multimodal content classifiers, Active learning models,……
Skills: Machine learning, Natural language processing, Communication skills",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,119,170,144.5,San Jose,0,0,0,0,0
"AI Research Engineer, Foundation Models, Self-Driving",$116K - $360K (Employer est.),"Take a pioneering role in the field of machine learning for vision by pushing the state of the art in large model scaling for vision and multi-modal……
Skills: TensorFlow, Computer vision, Machine learning, Deep learning, Natural language processing",3.5,Tesla,"Palo Alto, CA",10000+ Employees,0,0,116,360,238.0,Palo Alto,0,0,0,0,0
(General Hire) Machine Learning Engineer Graduate (TikTok Recommendation) - 2025 Start (MS),$119K - $168K (Employer est.),"Bachelor degree or above in the field of computer science or a related technical discipline. Work with cross functional teams to design product strategies and……
Skills: TensorFlow, Data structures, C++, Machine learning, Natural language processing",3.3,TikTok,"Seattle, WA",10000+ Employees,0,0,119,168,143.5,Seattle,0,0,0,0,0
"Data Scientist, Generative AI Innovation Center",$126K - $213K (Employer est.),"PhD or Masters degree in computer science, engineering, mathematics, operations research, or in a highly quantitative field.…
Skills: TensorFlow, Data mining, Data structures, AWS, Machine learning",3.7,"Amazon Web Services, Inc.","Herndon, VA",Unknown,0,0,126,213,169.5,Herndon,0,0,0,1,0
Research Scientist Graduate- CV/NLP/Multimodal LLM (Trust and Safety) - 2025 Start (MS/BS),$119K - $177K (Employer est.),"Master or Bachelor degree in computer science or a related technical discipline. We're looking for 2025 new grads to join us - In our team, you will have the……
Skills: TensorFlow, Computer vision, Research, Deep learning, Natural language processing",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,119,177,148.0,San Jose,0,0,0,0,0
Data Scientist/Senior Data Scientist,$123K - $185K (Employer est.),"You will help find the appropriate machine learning / data mining algorithms to answer those questions and implement those on the C3 AI Suite so they can run at……
Skills: Statistics, Data mining, Calculus, R, Java",3.3,C3 AI,"New York, NY",501 to 1000 Employees,0,0,123,185,154.0,New York,0,0,0,0,0
AI Software Engineer,$98K - $130K (Glassdoor est.),"A bachelor’s degree in computer science, Engineering, or a related field. Design, develop, and implement software solutions on system design specifications.…
Skills: Computer science, Power BI, Azure, Writing skills, Data structures",3.6,Entergy Corporation,"The Woodlands, TX",10000+ Employees,0,0,98,130,114.0,The Woodlands,0,0,0,0,0
Artificial Intelligence Data Governance Analyst,$72K - $106K (Glassdoor est.),"Work across teams & disciplines to develop & implement AI governance frameworks. You will collaborate with cross functional teams, data scientists, &……
Skills: AI, Communication skills",3.8,Brown Brothers Harriman,"Philadelphia, PA",1001 to 5000 Employees,0,0,72,106,89.0,Philadelphia,0,0,0,0,0
"Applied Scientist, Customer Targeting",$129K - $213K (Employer est.),"Master's degree in engineering, technology, computer science, machine learning, robotics, operations research, statistics, mathematics or equivalent……
Skills: Statistics, Java, C++, C, Machine learning",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,129,213,171.0,Seattle,0,0,0,0,0
Applied AI/ML - Senior Associate,$55K - $88K (Glassdoor est.),"You will collaborate with various teams to design and develop data science solutions, maintaining a deep understanding of the business problem.…
Skills: TensorFlow, Statistics, Spark, Data analysis skills, Apache Hive",4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,0,0,55,88,71.5,Columbus,0,0,1,0,0
Planning Analytics and Risk Management - Associate Data Scientist - Innovation,$75K - $100K (Employer est.),"Evaluate the model performance and develop practical cost benefit analysis. A graduate level degree in a quantitative field such as math, physics, computer……
Skills: Computer science, Machine learning, Deep learning, Natural language processing, Quantitative analysis",4.0,The Cincinnati Insurance Companies,"Fairfield, OH",1001 to 5000 Employees,0,0,75,100,87.5,Fairfield,0,0,0,0,0
Software Engineer - AI,$112K - $164K (Glassdoor est.),"Demonstrated understanding of industry standard design patterns and design principles. Bachelor of Science in either Computer Science, Computer Engineering, or……
Skills: Jira, CI/CD, Computer science, Azure, Operating systems",3.6,ASUS Computer International,"Hillsboro, OR",10000+ Employees,0,0,112,164,138.0,Hillsboro,0,0,0,0,0
Data Analyst,$47K - $96K (Employer est.),"Bachelor’s degree in CS, Data Science, Computer Engineering, Systems Engineering, or a related field. Experience with machine learning, data mining, statistics,……
Skills: Statistics, Data mining, SAS, C#, R",4.2,Booz Allen,"McLean, VA",10000+ Employees,0,0,47,96,71.5,McLean,0,0,0,0,0
AI Engineer,$51K - $66K (Employer est.),"Experience with data manipulation and analysis using tools like Pandas, NumPy, R, etc. Proficiency in programming languages such as Python, Javascript, Java, C+……
Skills: TensorFlow, Computer science, R, Git, Google Cloud Platform",2.9,TecAce,"Bellevue, WA",1 to 50 Employees,0,0,51,66,58.5,Bellevue,1,0,0,0,0
